City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Kavieng,PG,-2.5744,150.7967,82.38,73,100,8.16,overcast clouds
277,Kholm-Zhirkovskiy,RU,55.5189,33.4731,11.64,91,100,13.76,overcast clouds
278,Pemberton,CA,50.3164,-122.8027,35.46,89,100,2.55,light rain
279,La Asuncion,VE,11.0333,-63.8628,91.13,58,79,17.27,broken clouds
280,Faanui,PF,-16.4833,-151.75,82.06,76,54,19.39,light rain
281,Airai,TL,-8.9266,125.4092,60.69,92,100,1.61,overcast clouds
282,Boende,CD,-0.2167,20.8667,72.52,93,96,2.48,overcast clouds
283,Hokitika,NZ,-42.7167,170.9667,60.01,63,100,7.0,overcast clouds
284,Jinchang,CN,38.4953,102.1739,20.5,70,1,3.83,clear sky
285,Sheopur,IN,25.6667,76.7,59.79,43,89,3.0,overcast clouds
286,Carnarvon,AU,-24.8667,113.6333,73.47,83,0,12.66,clear sky
287,Kharitonovo,RU,61.4009,47.4978,2.89,95,100,8.41,overcast clouds
288,Aripuana,BR,-9.1667,-60.6333,76.68,96,94,1.41,overcast clouds
289,Atocha,BO,-20.9333,-66.2333,55.53,56,100,5.46,overcast clouds
290,Sao Filipe,CV,14.8961,-24.4956,74.95,70,8,9.89,clear sky
291,Inirida,CO,3.8653,-67.9239,78.84,94,100,3.04,light rain
292,Nikolskoye,RU,59.7035,30.7861,26.4,91,100,14.7,light snow
293,Caravelas,BR,-17.7125,-39.2481,77.22,92,94,9.22,very heavy rain
294,Martil,MA,35.6166,-5.2752,60.87,94,40,0.0,scattered clouds
295,Campbell River,CA,50.0163,-125.2446,38.12,95,90,0.0,overcast clouds
296,Rehoboth,NA,-23.3167,17.0833,64.44,21,0,7.94,clear sky
297,Emerald,AU,-23.5333,148.1667,82.98,39,92,13.44,light rain
298,Vallenar,CL,-28.5708,-70.7581,77.56,37,11,8.84,few clouds
299,Avera,US,33.194,-82.5271,58.51,44,0,4.59,clear sky
300,The Woodlands,US,30.158,-95.4894,75.92,60,40,4.0,scattered clouds
301,Guerrero Negro,MX,27.9769,-114.0611,72.9,38,100,8.97,overcast clouds
302,Novobelokatay,RU,55.7062,58.9549,-0.29,94,100,12.28,overcast clouds
303,Kiama,AU,-34.6833,150.8667,73.38,89,86,1.99,overcast clouds
304,Goure,NE,13.9835,10.2704,69.03,17,12,11.81,few clouds
305,Fredericton,CA,45.9454,-66.6656,13.05,70,1,5.01,clear sky
306,Iqaluit,CA,63.7506,-68.5145,10.13,67,90,10.36,overcast clouds
307,Gat,IL,31.61,34.7642,54.39,100,100,9.57,overcast clouds
308,Asfi,MA,32.2994,-9.2372,61.99,88,100,8.01,overcast clouds
309,Dingle,PH,10.9995,122.6711,73.18,92,74,7.23,broken clouds
310,Osa,RU,57.2829,55.4567,-0.49,95,99,7.47,overcast clouds
311,Cururupu,BR,-1.8283,-44.8683,77.86,86,93,3.31,overcast clouds
312,Mporokoso,ZM,-9.3727,30.125,62.47,93,100,0.89,light rain
313,Awjilah,LY,29.1081,21.2869,53.92,41,39,1.86,scattered clouds
314,Ust-Tsilma,RU,65.441,52.1498,-6.7,92,77,9.19,broken clouds
315,Shenjiamen,CN,29.9576,122.298,57.9,83,100,0.72,overcast clouds
316,Victoria,HK,22.2855,114.1577,66.94,90,100,1.01,light rain
317,Gonen,TR,40.1049,27.654,36.01,45,10,1.01,clear sky
318,Kumta,IN,14.4167,74.4,71.15,65,19,3.4,few clouds
319,Villafranca De Los Barros,ES,38.5614,-6.3381,54.82,93,100,10.47,light rain
320,Aktas,KZ,49.7789,72.9608,24.55,90,100,15.08,overcast clouds
321,Belaya Gora,RU,68.5333,146.4167,-28.48,100,97,3.02,overcast clouds
322,Milford,US,41.2223,-73.0565,34.99,47,1,3.0,clear sky
323,Kargil,IN,34.5667,76.1,8.94,90,97,3.02,overcast clouds
324,Herouville-Saint-Clair,FR,49.2109,-0.3065,49.19,93,40,2.3,fog
325,Baykit,RU,61.67,96.37,-19.14,96,74,1.81,broken clouds
326,Belmonte,BR,-15.8631,-38.8828,79.3,94,87,12.35,light rain
327,Beringovskiy,RU,63.05,179.3167,4.57,98,100,6.02,snow
328,Trairi,BR,-3.2778,-39.2689,80.8,77,48,9.22,scattered clouds
329,Half Moon Bay,US,37.4636,-122.4286,61.05,90,90,5.01,fog
330,Preeceville,CA,51.95,-102.6677,10.17,94,100,15.55,overcast clouds
331,Poum,NC,-20.2333,164.0167,80.94,75,14,9.53,few clouds
332,Blythe,US,33.6103,-114.5964,75.65,27,40,16.11,scattered clouds
333,Salinopolis,BR,-0.6136,-47.3561,81.68,77,97,11.45,overcast clouds
334,Roma,US,43.2128,-75.4557,26.83,67,90,0.0,overcast clouds
335,Nemuro,JP,43.3236,145.575,25.47,63,2,15.3,clear sky
336,Nador,MA,35.174,-2.9287,55.65,94,0,2.3,clear sky
337,San Miguel,SV,13.4833,-88.1833,94.6,36,0,5.75,clear sky
338,Turukhansk,RU,65.8167,87.9833,6.87,74,98,15.41,overcast clouds
339,Bogorodskoye,RU,56.55,37.8833,11.26,92,100,13.27,overcast clouds
340,Lima,PE,-12.0432,-77.0282,71.13,68,0,18.41,clear sky
341,Honolulu,US,21.3069,-157.8583,80.42,57,20,5.99,few clouds
